Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth,Path Width (km),Central Duration,Time JD
2693,9179,142,P,1.1468,0.725,71.7,6.3,0,118,0.0,0,2722611.8468518523
2696,9185,147,P,-1.1308,0.7534,-71.2,-63.0,0,51,0.0,0,2722788.0624421295
2699,9191,152,A,0.4842,0.9553,15.8,-72.4,61,166,185.0,320,2722966.2214467595
2702,9197,157,T,-0.3329,1.0623,-4.0,146.9,71,12,216.0,356,2723142.616435185
2705,9203,162,A,-0.2086,0.9205,-28.0,-88.1,78,348,308.0,601,2723320.2920138887
2707,9209,167,T,0.4082,1.0778,41.8,-98.6,66,192,276.0,359,2723497.3252893514
2710,9215,172,A,-0.8825,0.9207,-78.8,-40.0,28,318,646.0,358,2723674.2573842593
2713,9220,139,P,-1.4345,0.1992,-66.1,162.0,0,348,0.0,0,2723822.6190972226
2713,9221,177,P,1.1767,0.6759,68.8,177.0,0,343,0.0,0,2723851.9956712965
2716,9226,144,P,1.3057,0.4358,65.4,78.7,0,199,0.0,0,2723998.866064815
2716,9227,182,P,-1.5133,0.0731,-68.3,27.6,0,190,0.0,0,2724028.4292939813
2718,9232,149,A,-0.7226,0.9591,-22.8,50.8,44,350,214.0,299,2724176.912314815
2721,9238,154,T,0.5864,1.0454,13.0,-147.9,54,192,186.0,255,2724353.4567013886
2724,9244,159,A,0.0271,0.9436,23.5,27.0,88,167,208.0,421,2724530.9545833333
2727,9250,164,T,-0.094,1.0438,-25.7,-37.6,84,18,147.0,229,2724708.121168982
2730,9256,169,A,0.7709,0.9624,65.1,-33.2,39,136,213.0,173,2724885.0252777776
2733,9262,174,A,-0.8266,0.9908,-65.5,83.1,34,54,57.0,37,2725062.6643171296
2735,9267,141,P,-1.1976,0.6362,-61.5,105.6,0,286,0.0,0,2725209.9498495366
2736,9268,179,P,1.4607,0.1506,62.7,111.5,0,50,0.0,0,2725239.3678587964
2738,9273,146,P,1.3115,0.4305,61.1,-1.4,0,261,0.0,0,2725387.256851852
2741,9279,151,T,-0.4832,1.057,-21.8,168.1,61,329,212.0,271,2725564.6079282407
2744,9285,156,A,0.5817,0.9445,30.9,-64.7,54,214,246.0,340,2725741.2602430554
2747,9291,161,T,0.2131,1.0303,10.2,-85.4,78,151,105.0,158,2725919.257349537
2750,9297,166,A,-0.1895,0.9934,-5.2,-154.6,79,29,24.0,40,2726095.4451967594
2752,9303,171,A,0.9627,0.9618,55.6,65.5,15,123,511.0,172,2726273.7068749997
2755,9309,176,T,-0.9236,1.0394,-49.4,-6.1,22,44,339.0,166,2726449.936319444
2758,9314,143,P,-1.3311,0.3997,-63.0,124.7,0,225,0.0,0,2726598.0580902775
2761,9320,148,T,0.8853,1.0646,72.2,-46.7,27,249,458.0,215,2726775.340300926
2764,9326,153,A,-0.6358,0.9356,-58.3,13.1,50,331,310.0,339,2726952.054675926
2766,9332,158,T,0.1479,1.0308,30.2,27.8,81,195,105.0,172,2727129.9666203707
2769,9338,163,A,0.086,0.992,-17.9,-102.2,85,169,28.0,52,2727306.3151273145
2772,9344,168,A,-0.6502,0.9719,-17.2,-112.6,49,10,132.0,204,2727484.3302777777
2775,9350,173,T,0.7595,1.0335,26.0,57.3,40,173,174.0,185,2727660.8557754634
2778,9355,140,P,1.449,0.1955,68.8,-67.7,0,17,0.0,0,2727808.7686342592
2778,9356,178,P,-1.4326,0.223,-66.1,-149.9,0,12,0.0,0,2727838.414664352
2780,9361,145,P,-1.2556,0.5271,-69.6,-174.9,0,154,0.0,0,2727986.0832291665
2781,9362,183,P,1.412,0.2331,66.8,179.8,0,176,0.0,0,2728015.514224537
2783,9367,150,A,0.669,0.9758,58.9,35.1,48,162,116.0,121,2728162.897349537
2786,9373,155,A,-0.5886,0.9811,-50.4,153.2,54,18,83.0,99,2728340.563773148
2789,9379,160,T,-0.1026,1.0328,8.9,-102.7,84,347,111.0,198,2728517.3198032407
2792,9385,165,A,0.1364,0.9412,-4.0,100.4,82,194,220.0,464,2728694.747893519
2795,9391,170,T,-0.8071,1.056,-41.0,41.2,36,340,311.0,262,2728871.9623842593
2798,9397,175,A,0.8601,0.9301,49.0,122.5,30,205,509.0,420,2729048.7432407406
2800,9402,142,P,1.1667,0.6887,72.1,-133.9,0,104,0.0,0,2729197.1985416664
2801,9403,180,Pb,-1.5099,0.0484,-71.7,-151.0,0,294,0.0,0,2729226.6403587963
2803,9408,147,P,-1.1947,0.6372,-71.7,175.4,0,64,0.0,0,2729373.3641087967
2804,9409,185,Pb,1.5442,0.0176,72.1,139.6,0,259,0.0,0,2729402.8584837965
2806,9414,152,A,0.4993,0.9543,20.4,163.7,60,163,191.0,317,2729551.5622569444
2809,9420,157,T,-0.4025,1.0626,-11.5,32.4,66,15,223.0,347,2729727.928587963
2812,9426,162,A,-0.1959,0.9211,-23.6,153.3,79,345,304.0,604,2729905.6238078703
2815,9432,167,T,0.3366,1.0766,34.2,148.5,70,195,263.0,371,2730082.638668982
2818,9438,172,A,-0.8721,0.9233,-73.6,-162.2,29,318,596.0,358,2730259.5949884257
2820,9443,139,Pe,-1.5132,0.0562,-67.1,45.2,0,359,0.0,0,2730407.9155439814
2821,9444,177,P,1.1066,0.8069,69.7,56.5,0,332,0.0,0,2730437.2989930552
2823,9449,144,P,1.3098,0.4283,66.4,-60.1,0,189,0.0,0,2730584.2245601853
2824,9450,182,P,-1.5049,0.0865,-69.3,-111.1,0,202,0.0,0,2730613.7834837963
2826,9455,149,A,-0.8039,0.9568,-30.2,-51.7,36,354,265.0,306,2730762.192395833
2829,9461,154,T,0.5984,1.0443,13.3,80.4,53,188,184.0,252,2730938.8194675925
2832,9467,159,Am,-0.052,0.9459,20.2,-70.4,87,350,200.0,422,2731116.230543982
2835,9473,164,T,-0.0771,1.0398,-26.7,-164.2,85,13,134.0,213,2731293.478310185
2838,9479,169,A,0.6996,0.9686,63.8,-125.4,45,149,158.0,149,2731470.3166898144
2841,9485,174,A,-0.8054,0.9858,-68.4,-33.6,36,48,85.0,59,2731648.00494213
2843,9490,141,P,-1.2335,0.5694,-61.8,-23.6,0,295,0.0,0,2731795.2856481485
2844,9491,179,P,1.4007,0.2593,63.4,-10.7,0,41,0.0,0,2731824.6828587963
2846,9496,146,P,1.3673,0.3366,61.4,-116.2,0,253,0.0,0,2731972.553032407
2849,9502,151,T,-0.5162,1.0595,-19.9,43.4,59,331,225.0,288,2732149.954479167
2852,9508,156,A,0.6427,0.9428,30.7,-168.8,50,214,269.0,354,2732326.5531018516
2855,9514,161,T,0.1866,1.0307,13.2,150.3,79,151,105.0,160,2732504.603842593
2858,9520,166,A,-0.1254,0.9944,-6.1,96.9,83,29,20.0,33,2732680.7495717593
2861,9526,171,A,0.9422,0.9624,55.6,-55.5,19,122,401.0,168,2732859.0434259255
2864,9532,176,T,-0.8583,1.0422,-45.8,-115.7,31,43,269.0,180,2733035.252893518
2866,9537,143,P,-1.3429,0.3802,-62.3,-3.5,0,235,0.0,0,2733183.390416667
2869,9543,148,T,0.959,1.059,69.6,-129.5,16,277,704.0,185,2733360.6517824074
2872,9549,153,A,-0.6426,0.9378,-55.2,-105.7,50,326,300.0,327,2733537.396736111
2875,9555,158,T,0.2259,1.0272,32.4,-76.7,77,200,95.0,147,2733715.265451389
2878,9561,163,A,0.0801,0.9945,-16.8,130.4,86,164,19.0,35,2733891.6726041664
2881,9567,168,A,-0.5687,0.9707,-12.0,146.0,55,13,127.0,215,2734069.6100925924
2884,9573,173,T,0.7521,1.0342,25.4,-76.9,41,168,174.0,187,2734246.2225810187
2886,9578,140,Pe,1.5196,0.0738,67.8,-179.3,0,6,0.0,0,2734394.0487268516
2887,9579,178,P,-1.349,0.3657,-65.1,103.6,0,22,0.0,0,2734423.683958333
2889,9584,145,P,-1.2785,0.4846,-68.6,47.4,0,166,0.0,0,2734571.4342013886
2890,9585,183,P,1.405,0.2469,65.8,38.4,0,165,0.0,0,2734600.8794328705
2892,9590,150,A,0.7292,0.9804,66.7,-71.6,43,165,102.0,91,2734748.198148148
2895,9596,155,A,-0.6195,0.975,-56.1,35.8,51,15,114.0,127,2734925.895162037
2898,9602,160,T,-0.0507,1.0386,14.9,140.5,87,350,130.0,230,2735102.642939815
2901,9608,165,A,0.0956,0.9369,-9.9,-11.8,85,192,236.0,505,2735280.0578587963
2904,9614,170,T,-0.7632,1.0607,-34.1,-84.2,40,345,307.0,300,2735457.2987152776
2907,9620,175,A,0.8102,0.9294,40.9,7.9,36,199,448.0,465,2735634.0446643517
2909,9625,142,P,1.1908,0.6446,72.3,87.0,0,90,0.0,0,2735782.546261574
2910,9626,180,P,-1.477,0.11,-71.2,74.0,0,307,0.0,0,2735811.9790856484
2912,9631,147,P,-1.2541,0.5291,-72.0,51.8,0,78,0.0,0,2735958.6701736106
2913,9632,185,P,1.4902,0.1127,71.8,14.2,0,245,0.0,0,2735988.1690625
2915,9637,152,A,0.5193,0.9537,25.7,41.3,59,161,196.0,310,2736136.8983449074
2918,9643,157,T,-0.4676,1.0622,-19.2,-83.8,62,17,230.0,331,2736313.2447337965
2921,9649,162,A,-0.1801,0.9221,-18.6,35.1,80,343,299.0,603,2736490.9527083333
2924,9655,167,T,0.2672,1.0747,26.5,34.2,74,196,251.0,376,2736667.953865741
2927,9661,172,A,-0.8595,0.9265,-68.1,74.0,30,321,543.0,357,2736844.9311342593
2930,9667,177,P,1.0373,0.9353,70.6,-64.8,0,320,0.0,0,2737022.602534722
2933,9672,144,P,1.3126,0.4228,67.5,159.9,0,178,0.0,0,2737169.5849189814
2933,9673,182,P,-1.4944,0.1034,-70.2,109.9,0,215,0.0,0,2737199.136608796
2936,9678,149,A,-0.8886,0.9534,-40.2,-154.2,27,359,373.0,306,2737347.468958333
2939,9684,154,T,0.607,1.0435,14.1,-52.4,53,184,183.0,250,2737524.1852662032
2942,9690,159,A,-0.1347,0.9477,15.7,-167.4,82,355,194.0,424,2737701.5036921296
2945,9696,164,T,-0.064,1.0362,-27.0,68.3,86,8,122.0,198,2737878.8382870373
2948,9702,169,A,0.6245,0.9744,60.9,141.7,51,161,118.0,127,2738055.605740741
2951,9708,174,A,-0.7896,0.981,-71.2,-149.1,38,39,110.0,79,2738233.349513889
2953,9713,141,P,-1.2764,0.4886,-62.3,-151.0,0,304,0.0,0,2738380.616018519
2954,9714,179,P,1.3346,0.3806,64.2,-131.5,0,31,0.0,0,2738409.993460648
2956,9719,146,P,1.4158,0.2555,61.8,126.8,0,244,0.0,0,2738557.8550231485
2957,9720,184,Pb,-1.5497,0.0271,-63.6,24.0,0,142,0.0,0,2738587.5725231483
2959,9725,151,T,-0.5565,1.0617,-18.9,-79.1,56,333,240.0,305,2738735.2949768514
2962,9731,156,A,0.6961,0.941,30.8,84.0,46,212,296.0,371,2738911.8528472222
2965,9737,161,T,0.1525,1.031,15.7,28.7,81,152,106.0,163,2739089.9437152776
2968,9743,166,A,-0.0685,0.995,-7.5,-14.0,86,29,18.0,29,2739266.0607638885
2971,9749,171,A,0.9159,0.9633,56.3,-173.5,23,121,326.0,163,2739444.3746064818
2974,9755,176,T,-0.7971,1.0439,-44.4,131.7,37,42,238.0,188,2739620.5735069443
2976,9760,143,P,-1.3557,0.3587,-61.7,-131.1,0,244,0.0,0,2739768.721736111
2979,9766,148,P,1.0325,0.958,62.1,146.1,0,302,0.0,0,2739945.9632407413
2980,9767,186,Pb,-1.4846,0.0862,-61.4,-165.2,0,81,0.0,0,2739975.263078704
2982,9772,153,A,-0.6495,0.9407,-51.5,133.7,49,323,286.0,312,2740122.7390625
2986,9778,158,T,0.3044,1.0228,33.9,179.4,72,205,81.0,120,2740300.5631597224
2988,9784,163,A,0.0751,0.9975,-14.8,2.3,86,160,9.0,15,2740477.031435185
2992,9790,168,A,-0.4869,0.9689,-8.0,45.6,61,17,127.0,226,2740654.889270833
2995,9796,173,T,0.7454,1.0353,25.6,148.8,42,164,177.0,189,2740831.590243056
2998,9802,178,P,-1.265,0.5092,-64.2,-2.8,0,31,0.0,0,2741008.95349537
3000,9807,145,P,-1.2973,0.45,-67.6,-91.0,0,177,0.0,0,2741156.7886226852
3001,9808,183,P,1.4001,0.2568,64.8,-103.1,0,154,0.0,0,2741186.246215278
3003,9813,150,A,0.7933,0.9846,74.7,-173.3,37,172,90.0,66,2741333.496180556
3006,9819,155,A,-0.6447,0.9693,-60.9,-80.9,50,10,145.0,152,2741511.2308449075
3009,9825,160,T,0.007,1.0441,20.7,25.6,89,175,147.0,256,2741687.9620138886
3012,9831,165,Am,0.062,0.9329,-14.8,-125.4,87,189,251.0,542,2741865.3735416667
3015,9837,170,T,-0.7126,1.0649,-27.2,153.0,44,350,302.0,337,2742042.629699074
3018,9843,175,A,0.7683,0.9285,34.2,-107.5,40,194,416.0,506,2742219.353518519
3021,9848,142,P,1.2216,0.5883,72.1,-49.7,0,76,0.0,0,2742367.88775463
3021,9849,180,P,-1.4377,0.1839,-70.5,-58.4,0,320,0.0,0,2742397.311782407
3024,9854,147,P,-1.3078,0.431,-72.1,-74.0,0,91,0.0,0,2742543.9817476855
3024,9855,185,P,1.4426,0.1965,71.3,-113.1,0,232,0.0,0,2742573.486203704
3027,9860,152,A,0.5454,0.9533,31.6,-79.2,57,159,202.0,300,2742722.228703704
3030,9866,157,T,-0.5286,1.0611,-26.9,158.4,58,19,235.0,311,2742898.5646527777
3033,9872,162,A,-0.158,0.9238,-13.1,-81.7,81,343,291.0,597,2743076.276319444
3036,9878,167,T,0.2008,1.0719,18.8,-81.4,78,197,238.0,374,2743253.2714236113
3039,9884,172,A,-0.8432,0.9304,-62.3,-49.8,32,324,484.0,354,2743430.2647569445
3042,9890,177,T,0.9698,1.0204,75.2,127.2,13,263,300.0,71,2743607.9073148146
3044,9895,144,P,1.3141,0.42,68.6,18.7,0,166,0.0,0,2743754.9471875
3045,9896,182,P,-1.4823,0.1232,-71.1,-29.5,0,228,0.0,0,2743784.4889583336
3047,9901,149,A,-0.9747,0.9483,-56.1,101.0,12,6,893.0,292,2743932.743449074
3050,9907,154,T,0.6127,1.0432,15.5,173.7,52,179,182.0,247,2744109.5538194445
3053,9913,159,A,-0.221,0.9492,10.2,95.8,77,359,191.0,423,2744286.7739120373
3056,9919,164,T,-0.0555,1.0328,-26.6,-60.4,87,4,111.0,184,2744464.2018171293
3060,9925,169,A,0.5461,0.9798,56.5,46.9,57,171,86.0,106,2744640.892708333
3063,9931,174,A,-0.7785,0.9765,-73.1,97.6,39,27,134.0,99,2744818.697511574
3065,9936,141,P,-1.3244,0.3976,-63.0,82.7,0,313,0.0,0,2744965.9425925924
3066,9937,179,P,1.2654,0.5091,65.1,108.1,0,22,0.0,0,2744995.3022106476
3068,9942,146,P,1.4572,0.1871,62.3,7.6,0,234,0.0,0,2745143.162893519
3069,9943,184,P,-1.5312,0.0602,-64.5,-103.0,0,152,0.0,0,2745172.9003935186
3071,9948,151,T,-0.6018,1.0636,-19.0,159.6,53,336,257.0,321,2745320.6315277778
3074,9954,156,A,0.7433,0.9392,31.2,-26.0,42,210,327.0,390,2745497.158356481
3077,9960,161,T,0.1129,1.0313,17.7,-90.7,83,154,106.0,166,2745675.278576389
3080,9966,166,A,-0.0181,0.9954,-9.1,-127.2,89,26,16.0,27,2745851.378113426
3083,9972,171,A,0.8815,0.9643,57.3,72.8,28,122,269.0,159,2746029.6982754627
3086,9978,176,T,-0.7426,1.0447,-44.5,16.3,42,42,219.0,190,2746205.900138889
3089,9983,143,P,-1.3736,0.3288,-61.4,102.9,0,253,0.0,0,2746354.0487037036
3092,9989,148,P,1.1023,0.8227,61.7,24.5,0,293,0.0,0,2746531.2774074073
3093,9990,186,P,-1.4296,0.1933,-61.3,69.2,0,90,0.0,0,2746560.5890046298
3095,9995,153,A,-0.6601,0.9441,-47.8,12.9,48,321,271.0,296,2746708.078900463
3098,10001,158,T,0.381,1.0178,34.5,75.3,67,209,66.0,92,2746885.8617476854
3101,10007,163,H,0.0684,1.0011,-12.1,-125.8,86,157,4.0,6,2747062.3895601854
3104,10013,168,A,-0.4032,0.9665,-4.9,-53.6,66,21,131.0,238,2747240.1664699074
3107,10019,173,T,0.7398,1.0369,26.5,14.1,42,159,182.0,191,2747416.9589583334
3110,10025,178,P,-1.178,0.6579,-63.4,-108.1,0,40,0.0,0,2747594.2212615744
3113,10030,145,P,-1.3111,0.4248,-66.5,129.7,0,188,0.0,0,2747742.147048611
3113,10031,183,P,1.3971,0.2629,63.9,115.2,0,144,0.0,0,2747771.6143634263
3116,10036,150,A,0.8623,0.988,82.8,102.4,30,195,84.0,47,2747918.790810185
3119,10042,155,A,-0.6641,0.964,-64.3,163.6,48,2,175.0,175,2748096.571053241
3122,10048,160,Tm,0.0694,1.0493,26.2,-87.3,86,178,164.0,276,2748273.2777546295
3125,10054,165,A,0.0341,0.9292,-18.9,120.0,88,185,266.0,573,2748450.6937731477
3128,10060,170,T,-0.6571,1.0688,-20.7,32.4,49,354,297.0,371,2748627.9566898146
3131,10066,175,A,0.7331,0.9276,28.6,136.0,43,190,398.0,544,2748804.668321759
3134,10071,142,P,1.2589,0.5204,71.7,176.0,0,62,0.0,0,2748953.2233333336
3134,10072,180,P,-1.3923,0.2696,-69.7,171.9,0,332,0.0,0,2748982.638680556
3137,10077,147,P,-1.3554,0.344,-71.9,158.2,0,105,0.0,0,2749129.2991087963
3138,10078,185,P,1.4021,0.2678,70.6,117.6,0,219,0.0,0,2749158.8101851847
3140,10083,152,A,0.5774,0.9532,38.0,162.2,55,158,208.0,288,2749307.553553241
3143,10089,157,T,-0.5844,1.0596,-34.6,38.7,54,22,240.0,288,2749483.889201389
3146,10095,162,A,-0.1307,0.9259,-7.2,162.7,82,342,281.0,588,2749661.595532408
3149,10101,167,T,0.139,1.0686,11.1,161.5,82,198,226.0,366,2749838.5925231483
3152,10107,172,A,-0.8224,0.9348,-56.2,-172.9,34,328,425.0,349,2750015.5950694443
3155,10113,177,T,0.9047,1.0186,66.5,-23.1,25,225,150.0,74,2750193.2136226855
3158,10118,144,P,1.3157,0.4167,69.6,-123.1,0,154,0.0,0,2750340.309699074
3159,10119,182,P,-1.4667,0.1492,-71.7,-168.5,0,241,0.0,0,2750369.838703704
3161,10124,149,P,-1.0608,0.8615,-69.2,-11.7,0,20,0.0,0,2750518.016898148
3164,10130,154,T,0.618,1.0433,17.4,39.6,52,175,184.0,244,2750694.922650463
3167,10136,159,A,-0.3075,0.9502,3.8,-1.7,72,3,192.0,418,2750872.043935185
3170,10142,164,Tm,-0.0495,1.03,-25.4,170.2,87,359,102.0,171,2751049.566793981
3174,10148,169,A,0.4652,0.9847,50.8,-50.3,62,179,61.0,84,2751226.1785069443
3177,10154,174,A,-0.7709,0.9725,-73.7,-13.7,39,11,156.0,119,2751404.047847222
3179,10159,141,P,-1.3779,0.2949,-63.8,-42.0,0,323,0.0,0,2751551.2645949074
3180,10160,179,P,1.1922,0.6463,66.1,-11.6,0,12,0.0,0,2751580.608217593
3182,10165,146,P,1.4912,0.1314,63.0,-114.0,0,225,0.0,0,2751728.476886574
3183,10166,184,P,-1.5177,0.0845,-65.5,128.0,0,162,0.0,0,2751758.2325694445
3185,10171,151,T,-0.6549,1.065,-20.4,40.6,49,339,278.0,334,2751905.96150463
3188,10177,156,A,0.7817,0.9376,31.9,-139.4,38,207,362.0,409,2752082.471666667
3192,10183,161,Tm,0.0662,1.0314,18.9,152.6,86,157,106.0,171,2752260.607002315
3195,10189,166,A,0.0252,0.9957,-10.8,117.2,89,207,15.0,26,2752436.702060185
3198,10195,171,A,0.841,0.9654,58.7,-37.5,32,125,228.0,155,2752615.016215278
3201,10201,176,T,-0.6942,1.0449,-45.7,-101.0,46,41,205.0,190,2752791.2321412037
3204,10206,143,P,-1.3948,0.293,-61.1,-21.8,0,262,0.0,0,2752939.3727314817
3207,10212,148,P,1.17,0.692,61.3,-97.3,0,284,0.0,0,2753116.5928356485
3207,10213,186,P,-1.3789,0.2916,-61.3,-57.7,0,99,0.0,0,2753145.9185300926
3210,10218,153,A,-0.6729,0.948,-44.2,-108.3,47,320,254.0,278,2753293.417361111
3213,10224,158,H,0.4557,1.0123,34.6,-29.4,63,212,47.0,63,2753471.1612847224
3216,10230,163,H,0.0594,1.0052,-9.0,106.3,87,154,18.0,30,2753647.746342593
3219,10236,168,A,-0.3219,0.9637,-3.0,-152.9,71,24,138.0,252,2753825.4452546295
3222,10242,173,T,0.7327,1.0388,28.0,-120.3,43,155,188.0,195,2754002.326898148
3225,10248,178,P,-1.0917,0.8055,-62.6,146.4,0,49,0.0,0,2754179.49
3228,10253,145,P,-1.3228,0.4038,-65.4,-9.7,0,199,0.0,0,2754327.507175926
3228,10254,183,P,1.3939,0.2693,63.1,-26.0,0,135,0.0,0,2754356.9820833337
3231,10259,150,A,0.9335,0.9904,83.4,97.9,21,296,97.0,35,2754504.0843171296
3234,10265,155,A,-0.6793,0.9594,-66.1,49.5,47,351,202.0,195,2754681.9141087965
3237,10271,160,T,0.1365,1.0538,31.1,161.8,82,182,180.0,290,2754858.5902199075
3240,10277,165,A,0.0124,0.9261,-21.8,4.1,89,181,278.0,597,2755036.018958333
3244,10283,170,T,-0.5964,1.072,-14.6,-86.0,53,358,292.0,399,2755213.2795601855
3247,10289,175,A,0.704,0.927,24.1,18.1,45,185,386.0,572,2755389.9889583336
3249,10294,142,P,1.3031,0.4397,71.1,44.5,0,48,0.0,0,2755538.5524421292
3250,10295,180,P,-1.3411,0.3662,-68.7,44.7,0,344,0.0,0,2755567.9604050927
3252,10300,147,P,-1.3962,0.2695,-71.6,28.3,0,119,0.0,0,2755714.6231712964
3253,10301,185,P,1.3684,0.3271,69.7,-13.5,0,206,0.0,0,2755744.1410185187
3256,10306,152,A,0.6177,0.9531,45.0,46.3,52,157,217.0,274,2755892.8709722226
3259,10312,157,T,-0.6347,1.0576,-42.2,-82.6,50,23,244.0,263,2756069.218703704
3262,10318,162,A,-0.0959,0.9284,-1.0,49.1,84,343,270.0,573,2756246.9085185183
3265,10324,167,T,0.0823,1.0647,3.8,42.9,85,198,212.0,351,2756423.9176157406
3268,10330,172,A,-0.7955,0.9398,-49.7,65.6,37,332,365.0,341,2756600.920902778
3271,10336,177,T,0.8441,1.0151,56.9,-147.8,32,213,96.0,67,2756778.523125
3274,10341,144,P,1.3175,0.413,70.5,94.2,0,141,0.0,0,2756925.672465278
3274,10342,182,P,-1.448,0.181,-72.1,52.8,0,255,0.0,0,2756955.1863425924
3277,10347,149,P,-1.1473,0.7116,-70.1,-121.4,0,31,0.0,0,2757103.2892824076
3280,10353,154,T,0.6223,1.0438,20.0,-95.0,51,171,187.0,242,2757280.29255787
3283,10359,159,A,-0.3949,0.9508,-3.5,-99.8,67,7,196.0,407,2757457.3133333335
3286,10365,164,T,-0.045,1.0277,-23.3,40.1,87,355,94.0,159,2757634.9330555554
3290,10371,169,A,0.3828,0.9891,44.3,-149.7,67,184,42.0,63,2757811.4640740743
3293,10377,174,A,-0.766,0.969,-72.6,-126.1,40,356,175.0,137,2757989.4000578704
3295,10382,141,P,-1.435,0.1847,-64.6,-166.2,0,332,0.0,0,2758136.584224537
3296,10383,179,P,1.1177,0.787,67.1,-131.8,0,2,0.0,0,2758165.914236111
3299,10388,146,P,1.5198,0.0847,63.8,122.6,0,216,0.0,0,2758313.7953124996
3299,10389,184,P,-1.5066,0.1044,-66.5,-1.9,0,172,0.0,0,2758343.5666319444
3302,10394,151,T,-0.7118,1.0657,-23.1,-77.7,44,343,303.0,341,2758491.288449074
3305,10400,156,A,0.8135,0.9363,32.9,104.4,35,203,399.0,425,2758667.790972222
3308,10406,161,T,0.0129,1.0312,19.1,38.2,89,162,105.0,175,2758845.9295717594
3311,10412,166,A,0.0615,0.9959,-12.4,-0.7,87,203,14.0,25,2759022.032650463
3314,10418,171,A,0.7926,0.9664,59.9,-143.2,37,131,197.0,153,2759200.3268055553
3317,10424,176,T,-0.6527,1.0447,-47.5,139.8,49,39,195.0,189,2759376.5704166666
3320,10429,143,P,-1.4236,0.2443,-61.1,-144.3,0,271,0.0,0,2759524.690405092
3321,10430,181,Pb,1.5548,0.0206,61.8,108.5,0,64,0.0,0,2759554.4231828703
3323,10435,148,P,1.2325,0.5724,61.2,139.4,0,276,0.0,0,2759701.9125
3324,10436,186,P,-1.335,0.3763,-61.6,173.3,0,108,0.0,0,2759731.253819444
3326,10441,153,A,-0.6913,0.9523,-41.0,131.5,46,321,236.0,258,2759878.7519675926
3330,10447,158,H,0.5278,1.0063,34.5,-135.0,58,214,25.0,32,2760056.4622453703
3333,10453,163,H,0.0467,1.0098,-5.7,-20.8,87,152,34.0,55,2760233.1007291665
3336,10459,168,A,-0.2411,0.9603,-1.8,107.9,76,26,148.0,270,2760410.724363426
3339,10465,173,T,0.7233,1.0413,29.8,106.3,43,151,196.0,200,2760587.6928009256
3342,10471,178,A-,-1.0057,0.9522,-62.0,40.8,0,58,0.0,0,2760764.7597685186
3345,10476,145,P,-1.3314,0.3886,-64.5,-149.6,0,209,0.0,0,2760912.8697222224
3346,10477,183,P,1.3904,0.276,62.4,-166.7,0,125,0.0,0,2760942.349189815
3348,10482,150,P,1.0066,0.9775,64.9,33.4,0,336,0.0,0,2761089.376712963
3351,10488,155,A,-0.6911,0.9552,-66.1,-64.7,46,340,227.0,214,2761267.259513889
3355,10494,160,T,0.2062,1.0578,35.3,52.3,78,187,195.0,297,2761443.901122685
3358,10500,165,A,-0.0045,0.9233,-23.7,-112.7,90,358,289.0,613,2761621.3481481485
3361,10506,170,T,-0.531,1.0747,-9.0,157.7,58,2,286.0,420,2761798.5985648152
3364,10512,175,A,0.6814,0.9266,20.7,-101.4,47,181,377.0,591,2761975.3155092592
3367,10517,142,P,1.3537,0.3475,70.3,-84.3,0,36,0.0,0,2762123.8757175924
3367,10518,180,P,-1.2846,0.4728,-67.8,-80.3,0,355,0.0,0,2762153.277361111
3370,10523,147,P,-1.4306,0.2068,-71.0,-103.5,0,132,0.0,0,2762299.9533449076
3370,10524,185,P,1.3407,0.3758,68.7,-146.1,0,194,0.0,0,2762329.477719907
3373,10529,152,A,0.6644,0.9529,52.4,-67.3,48,157,230.0,260,2762478.1823148145
3376,10535,157,T,-0.6786,1.0553,-49.5,154.4,47,25,248.0,240,2762654.5537847225
3379,10541,162,A,-0.0555,0.931,5.4,-62.8,87,344,258.0,553,2762832.216678241
3383,10547,167,Tm,0.0305,1.0604,-3.3,-76.9,88,197,198.0,331,2763009.246342593
3386,10553,172,A,-0.7631,0.9452,-43.1,-54.2,40,336,309.0,329,2763186.2426041667
3389,10559,177,H3,0.788,1.0107,48.1,92.4,38,207,59.0,52,2763363.835798611
3392,10564,144,P,1.3232,0.4021,71.2,-48.0,0,128,0.0,0,2763511.0324537037
3392,10565,182,P,-1.4228,0.2247,-72.2,-84.3,0,270,0.0,0,2763540.528888889
3395,10570,149,P,-1.231,0.5673,-70.9,127.9,0,43,0.0,0,2763688.5632175924
3398,10576,154,T,0.6288,1.0448,23.2,131.0,51,167,191.0,240,2763865.6606712965
3401,10582,159,A,-0.4802,0.951,-11.3,160.5,61,10,204.0,392,2764042.5847453703
3405,10588,164,T,-0.0395,1.0258,-20.4,-89.9,88,351,88.0,150,2764220.298020833
3408,10594,169,A,0.3009,0.9929,37.2,108.7,72,188,26.0,43,2764396.750810185
3411,10600,174,A,-0.7626,0.966,-70.0,117.8,40,345,191.0,154,2764574.752835648
3414,10605,141,Pe,-1.4973,0.0637,-65.5,70.9,0,342,0.0,0,2764721.899363426
3414,10606,179,P,1.0403,0.9341,68.1,108.3,0,351,0.0,0,2764751.2183217593
3417,10611,146,P,1.5412,0.0502,64.8,-3.2,0,206,0.0,0,2764899.1196990744
