Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth,Path Width (km),Central Duration,Time JD
2000,7613,175,P,1.4533,0.1869,68.4,-8.1,0,348,0.0,0,2676366.513865741
2002,7618,142,P,1.0802,0.8524,65.1,-82.1,0,202,0.0,0,2676514.313125
2004,7624,147,A,-0.6115,0.9824,-14.5,6.3,52,349,78.0,124,2676691.0259027774
2007,7630,152,A,0.4156,0.9772,2.1,88.0,65,193,89.0,159,2676868.7870254633
2009,7636,157,T,0.1741,1.0394,31.0,-160.5,80,163,134.0,210,2677045.4590740744
2012,7642,162,A,-0.2995,0.9339,-36.2,11.0,72,22,258.0,431,2677222.963344908
2014,7648,167,T,0.8919,1.0612,70.9,-97.2,27,109,447.0,204,2677400.1144328704
2016,7654,172,A-,-1.0033,0.9474,-62.4,-100.7,0,128,0.0,0,2677576.94412037
2019,7659,139,P,-1.0108,0.9781,-61.2,-60.7,0,283,0.0,0,2677725.410439815
2021,7665,144,P,1.1256,0.762,61.2,-89.2,0,265,0.0,0,2677901.501712963
2023,7671,149,A,-0.3125,0.9636,-13.7,92.2,72,330,138.0,226,2678079.795960648
2026,7677,154,T,0.3476,1.0565,19.4,-1.6,70,211,198.0,275,2678256.0526273143
2028,7683,159,A,0.408,0.926,18.9,42.7,66,149,301.0,500,2678433.8771759258
2031,7689,164,T,-0.3793,1.0713,-14.1,86.8,68,29,249.0,345,2678610.7516087964
2033,7695,169,P,1.0946,0.7963,61.2,-15.3,0,104,0.0,0,2678787.85744213
2035,7700,136,Pe,1.4872,0.1039,63.0,136.4,0,314,0.0,0,2678936.0126041668
2036,7701,174,P,-1.1408,0.7425,-61.6,151.5,0,70,0.0,0,2678965.404155093
2038,7706,141,P,-1.0937,0.8199,-63.3,-29.1,0,222,0.0,0,2679112.4870833335
2040,7712,146,A,0.7738,0.9589,66.8,-60.2,39,223,235.0,190,2679290.291736111
2043,7718,151,T,-0.3874,1.0433,-43.8,-8.4,67,341,157.0,201,2679467.073020833
2045,7724,156,Am,0.015,0.9487,23.4,-110.2,89,191,188.0,384,2679644.334837963
2048,7730,161,T,0.2829,1.0361,-6.8,104.8,74,171,126.0,212,2679821.7260069447
2050,7736,166,A,-0.7444,0.972,-24.6,-150.9,42,8,150.0,197,2679998.4275925923
2053,7742,171,P,1.0058,0.971,66.1,-95.5,0,168,0.0,0,2680176.250138889
2055,7747,138,P,1.1476,0.7318,69.1,53.1,0,21,0.0,0,2680323.4365740735
2055,7748,176,P,-1.4523,0.1621,-66.5,72.1,0,8,0.0,0,2680352.8009953704
2057,7753,143,P,-1.218,0.5874,-70.0,-56.1,0,150,0.0,0,2680500.756076389
2060,7759,148,T,0.4129,1.0688,40.8,-41.0,65,166,246.0,322,2680678.1194907413
2062,7765,153,A,-0.514,0.9358,-44.0,89.1,59,18,278.0,404,2680854.7387847225
2065,7771,158,T,-0.3105,1.0392,-4.0,89.1,72,347,138.0,233,2681032.7867708337
2067,7777,163,A,0.2284,0.9854,2.7,39.0,77,195,53.0,99,2681208.914861111
2070,7783,168,P,-1.0887,0.8209,-71.5,-22.1,0,303,0.0,0,2681387.247662037
2072,7789,173,T,0.9363,1.0312,59.0,-106.3,20,214,302.0,130,2681563.3996412037
2075,7794,140,P,1.1288,0.735,72.1,64.3,0,109,0.0,0,2681711.6542708334
2077,7800,145,T,-0.9302,1.0568,-56.1,68.9,21,29,514.0,233,2681888.7575462963
2080,7806,150,A,0.4211,0.9419,14.0,126.3,65,164,236.0,433,2682065.663321759
2082,7812,155,T,-0.2025,1.0249,1.2,-124.7,78,14,86.0,156,2682243.3660069443
2085,7818,160,A,-0.2969,0.9938,-30.9,40.1,73,345,23.0,36,2682419.9344560183
2087,7824,165,A,0.5886,0.9695,51.2,126.5,54,198,136.0,169,2682597.707951389
2090,7830,170,T,-0.9592,1.0266,-79.9,-64.6,16,261,332.0,87,2682774.480150463
2092,7835,137,Pe,-1.4864,0.1291,-66.7,-41.2,0,354,0.0,0,2682922.1588078705
2092,7836,175,P,1.3679,0.333,69.4,-115.6,0,337,0.0,0,2682951.781412037
2094,7841,142,P,1.0909,0.8313,66.1,137.9,0,192,0.0,0,2683099.675173611
2097,7847,147,A,-0.6854,0.9862,-19.8,-99.1,47,353,67.0,96,2683276.3155324073
2099,7853,152,A,0.4303,0.9723,2.2,-36.7,64,189,110.0,199,2683454.132789352
2102,7859,157,T,0.1063,1.0447,28.8,90.3,84,168,150.0,244,2683630.769699074
2104,7865,162,A,-0.2774,0.9302,-37.4,-103.5,74,17,272.0,467,2683808.289525463
2107,7871,167,T,0.8322,1.0661,71.8,165.5,33,128,392.0,228,2683985.438113426
2109,7877,172,As,-0.9719,0.9164,-70.9,163.3,13,113,0.0,333,2684162.2617939813
2111,7882,139,P,-1.0525,0.9013,-61.6,170.8,0,292,0.0,0,2684310.7441319446
2114,7888,144,P,1.1709,0.6802,61.4,147.6,0,256,0.0,0,2684486.820960648
2117,7894,149,A,-0.35,0.9635,-11.6,-23.4,69,331,140.0,232,2684665.1182523146
2119,7900,154,T,0.4007,1.0554,18.1,-118.4,66,210,198.0,271,2684841.3795949076
2122,7906,159,A,0.3749,0.9281,21.4,-70.2,68,149,288.0,478,2685019.192118055
2124,7912,164,T,-0.3212,1.0683,-15.0,-29.4,71,30,234.0,328,2685196.076666666
2127,7918,169,P,1.0672,0.8439,61.0,-140.1,0,95,0.0,0,2685373.1813541665
2129,7924,174,P,-1.0807,0.8532,-61.3,30.9,0,79,0.0,0,2685550.7158333333
2131,7929,141,P,-1.0971,0.815,-62.6,-167.5,0,231,0.0,0,2685697.847268519
2134,7935,146,A,0.8602,0.9545,68.1,-140.0,30,242,326.0,200,2685875.5666203704
2136,7941,151,T,-0.3923,1.0443,-41.4,-138.1,67,337,160.0,204,2686052.4420486107
2139,7947,156,A,0.104,0.9493,26.6,155.8,84,197,187.0,360,2686229.602708333
2142,7953,161,T,0.2784,1.0341,-6.0,-27.0,74,166,119.0,198,2686407.093125
2144,7959,166,A,-0.6602,0.9768,-18.2,106.7,49,12,109.0,164,2686583.708993056
2147,7965,171,A+,1.0021,0.9759,65.0,127.1,0,157,0.0,0,2686761.60494213
2149,7970,138,P,1.2051,0.6236,68.2,-72.3,0,10,0.0,0,2686908.7541435184
2149,7971,176,P,-1.3767,0.3016,-65.5,-46.7,0,18,0.0,0,2686938.1034837966
2151,7976,143,P,-1.2468,0.539,-69.0,177.5,0,162,0.0,0,2687086.0746412035
2154,7982,148,T,0.4686,1.0707,47.4,-157.7,62,170,261.0,317,2687263.446736111
2156,7988,153,A,-0.5477,0.9344,-49.9,-23.6,57,15,293.0,395,2687440.0545833334
2159,7994,158,T,-0.2602,1.0396,2.1,-29.4,75,350,137.0,240,2687618.112337963
2161,8000,163,A,0.1902,0.9857,-3.2,-79.4,79,193,51.0,98,2687794.2409606483
2164,8006,168,P,-1.045,0.898,-70.8,-148.5,0,316,0.0,0,2687972.56306713
2167,8012,173,T,0.8932,1.0324,50.5,122.8,26,204,243.0,147,2688148.7347569442
2169,8017,140,P,1.1552,0.6917,72.3,-64.5,0,95,0.0,0,2688296.9735416668
2171,8023,145,Ts,-0.9929,1.0479,-70.1,-79.1,5,60,0.0,168,2688474.077349537
2174,8029,150,A,0.4378,0.946,19.0,5.2,64,162,220.0,385,2688650.9967708336
2176,8035,155,T,-0.2732,1.0194,-6.5,124.2,74,16,69.0,121,2688828.6693865736
2179,8041,160,A,-0.2856,0.9984,-26.2,-86.4,73,343,6.0,9,2689005.287488426
2182,8047,165,A,0.511,0.9663,42.4,23.7,59,199,141.0,201,2689182.989849537
2184,8053,170,T,-0.9502,1.0298,-76.6,139.9,18,284,332.0,101,2689359.8454629635
2187,8059,175,P,1.2844,0.4757,70.3,135.6,0,325,0.0,0,2689537.0510069444
2189,8064,142,P,1.0995,0.8144,67.2,-3.1,0,181,0.0,0,2689685.0386805558
2191,8070,147,A,-0.7603,0.9892,-26.5,154.7,40,357,58.0,71,2689861.6050000004
2194,8076,152,A,0.4424,0.968,2.8,-162.0,64,185,128.0,236,2690039.4800578705
2197,8082,157,T,0.0356,1.0493,25.5,-18.8,88,173,164.0,277,2690216.0785300927
2199,8088,162,A,-0.2599,0.9271,-38.0,141.1,75,12,284.0,501,2690393.6191319446
2202,8094,167,T,0.7665,1.0703,70.6,70.1,40,148,358.0,252,2690570.756828704
2204,8100,172,A,-0.9477,0.9165,-75.8,53.4,18,107,1021.0,341,2690747.585752315
2207,8105,139,P,-1.1024,0.8094,-62.0,45.1,0,301,0.0,0,2690896.070092593
2207,8106,177,Pb,1.505,0.0543,64.1,62.4,0,34,0.0,0,2690925.452662037
2209,8111,144,P,1.2084,0.6123,61.7,21.7,0,247,0.0,0,2691072.1473726854
2212,8117,149,A,-0.3957,0.9633,-10.5,-136.2,67,333,143.0,240,2691250.432777778
2214,8123,154,T,0.4468,1.0539,16.7,122.2,63,209,197.0,268,2691426.7125115744
2217,8129,159,A,0.335,0.9305,23.6,179.4,70,149,274.0,458,2691604.5012268517
2219,8135,164,T,-0.2675,1.0647,-16.4,-146.6,74,30,219.0,311,2691781.4049421297
2222,8141,169,P,1.035,0.9002,61.0,96.4,0,86,0.0,0,2691958.5016550925
2225,8147,174,P,-1.0239,0.9564,-61.1,-90.4,0,87,0.0,0,2692136.0297685186
2227,8152,141,P,-1.102,0.8073,-62.0,54.6,0,241,0.0,0,2692283.206423611
2229,8158,146,A,0.9454,0.9487,67.6,146.8,19,266,584.0,210,2692460.8415625
2232,8164,151,T,-0.3977,1.0457,-38.2,91.5,66,333,165.0,210,2692637.8107870365
2235,8170,156,A,0.1914,0.9495,28.9,61.8,79,202,189.0,342,2692814.8717708336
2237,8176,161,T,0.274,1.0324,-4.4,-158.8,74,162,113.0,184,2692992.459988426
2240,8182,166,A,-0.5766,0.9811,-13.2,4.5,55,16,81.0,132,2693168.9917592593
2242,8188,171,A+,0.9996,0.9787,64.1,-10.0,0,147,0.0,0,2693346.9600231485
2245,8193,138,P,1.2666,0.5068,67.2,163.9,0,359,0.0,0,2693494.0685532405
2245,8194,176,P,-1.2992,0.446,-64.6,-164.8,0,27,0.0,0,2693523.405127315
2247,8199,143,P,-1.2698,0.5007,-67.9,50.2,0,174,0.0,0,2693671.397847222
2250,8205,148,T,0.5295,1.0719,53.7,88.7,58,174,276.0,307,2693848.7696875
2252,8211,153,A,-0.5747,0.9333,-54.9,-136.6,55,11,305.0,386,2694025.376400463
2255,8217,158,T,-0.204,1.0395,7.9,-145.4,78,353,135.0,242,2694203.432511574
2258,8223,163,A,0.1591,0.9861,-8.2,160.4,81,190,50.0,96,2694379.5737268515
2260,8229,168,As,-0.9943,0.9668,-66.3,82.4,4,334,0.0,155,2694557.8716319446
2263,8235,173,T,0.8563,1.033,43.6,-6.1,31,198,215.0,160,2694734.075347222
2265,8240,140,P,1.1881,0.6371,72.2,168.8,0,81,0.0,0,2694882.2868865742
2268,8246,145,P,-1.0506,0.9186,-72.2,136.0,0,88,0.0,0,2695059.400775463
2268,8247,183,Pb,1.5196,0.0226,71.3,154.0,0,236,0.0,0,2695088.7475462966
2270,8252,150,A,0.4613,0.9506,24.6,-114.3,62,161,203.0,336,2695236.324768518
2273,8258,155,H,-0.3393,1.0134,-14.2,11.7,70,18,49.0,82,2695413.975752315
2276,8264,160,H,-0.2697,1.0035,-21.0,147.7,74,342,13.0,21,2695590.6368981483
2278,8270,165,A,0.436,0.9627,33.7,-80.2,64,199,149.0,239,2695768.273472222
2281,8276,170,T,-0.939,1.0333,-72.2,-7.0,20,300,333.0,118,2695945.2087731482
2283,8282,175,P,1.202,0.6161,71.1,25.7,0,313,0.0,0,2696122.322002315
2286,8287,142,P,1.1061,0.8013,68.3,-145.2,0,170,0.0,0,2696270.403564815
2288,8293,147,A,-0.8379,0.9915,-35.0,48.0,33,2,55.0,52,2696446.8925810186
2291,8299,152,A,0.4505,0.9643,4.0,71.7,63,180,144.0,267,2696624.829872685
2293,8305,157,T,-0.0374,1.0534,21.1,-128.0,88,357,177.0,307,2696801.3857638887
2296,8311,162,A,-0.2466,0.9246,-37.8,24.7,76,6,294.0,532,2696978.9517592588
2299,8317,167,T,0.6987,1.0735,67.3,-28.6,45,164,335.0,276,2697156.073796296
2301,8323,172,A,-0.9286,0.9165,-80.5,-59.4,21,102,874.0,347,2697332.9141319445
2304,8328,139,P,-1.1574,0.708,-62.7,-79.1,0,310,0.0,0,2697481.391238426
2304,8329,177,P,1.446,0.1665,64.9,-60.3,0,24,0.0,0,2697510.7678935183
2306,8334,144,P,1.2404,0.5544,62.2,-106.2,0,238,0.0,0,2697657.4791087965
2309,8340,149,A,-0.4477,0.9631,-10.2,113.0,63,336,147.0,249,2697835.7415162036
2312,8346,154,T,0.4869,1.0522,15.4,0.5,61,207,196.0,265,2698012.0507523147
2314,8352,159,A,0.2868,0.9331,25.3,72.2,73,151,259.0,443,2698189.8033333328
2317,8358,164,T,-0.2206,1.0608,-18.3,94.2,77,29,204.0,294,2698366.738738426
2319,8364,169,An,0.9952,0.9336,61.9,-17.3,4,84,0.0,265,2698543.816284722
2322,8370,174,T,-0.9725,1.0089,-60.1,173.0,13,73,134.0,33,2698721.3478240743
2324,8375,141,P,-1.1113,0.7915,-61.6,-81.9,0,250,0.0,0,2698868.5624421295
2327,8381,146,P,1.0277,0.9182,61.7,81.5,0,296,0.0,0,2699046.1182638886
2330,8387,151,T,-0.4062,1.0475,-34.8,-38.7,66,330,172.0,218,2699223.177071759
2332,8393,156,A,0.2782,0.9492,30.4,-32.2,74,206,194.0,330,2699400.1416203706
2335,8399,161,T,0.2685,1.0312,-2.1,69.7,74,159,109.0,174,2699577.825694444
2338,8405,166,A,-0.4933,0.9846,-9.5,-97.5,60,19,62.0,104,2699754.275763889
2340,8411,171,An,0.997,0.9636,62.1,-144.2,2,140,0.0,166,2699932.314537037
2342,8416,138,P,1.3315,0.3827,66.2,41.5,0,349,0.0,0,2700079.3806481482
2343,8417,176,P,-1.2212,0.5923,-63.7,77.3,0,37,0.0,0,2700108.7074189815
2345,8422,143,P,-1.2874,0.4715,-66.8,-78.3,0,185,0.0,0,2700256.7257291665
2348,8428,148,T,0.5953,1.0724,59.7,-21.1,53,181,294.0,294,2700434.088553241
2350,8434,153,A,-0.5952,0.9326,-58.6,110.4,53,5,314.0,378,2700610.704108796
2353,8440,158,T,-0.1419,1.039,13.5,100.9,82,357,132.0,239,2700788.7473726855
2356,8446,163,A,0.1351,0.9866,-12.2,38.4,82,187,48.0,92,2700964.9128587963
2358,8452,168,A,-0.9366,0.9706,-49.7,-42.7,20,349,305.0,164,2701143.1737037036
2361,8458,173,T,0.8266,1.0331,37.9,-135.4,34,193,198.0,169,2701319.4221643517
2363,8463,140,P,1.2265,0.5732,71.9,44.0,0,67,0.0,0,2701467.5953356484
2366,8469,145,P,-1.1036,0.8161,-72.1,4.5,0,101,0.0,0,2701644.7278124997
2367,8470,183,P,1.4864,0.0875,70.6,17.5,0,223,0.0,0,2701674.091226852
2369,8475,150,A,0.4895,0.9554,30.7,127.5,61,160,185.0,288,2701821.649409722
2371,8481,155,H,-0.4011,1.0071,-22.0,-101.7,66,19,27.0,42,2701999.284861111
2374,8487,160,H,-0.2486,1.009,-15.4,22.6,76,342,32.0,54,2702175.982615741
2377,8493,165,A,0.3646,0.9587,25.3,174.7,68,199,160.0,281,2702353.559699074
2379,8499,170,T,-0.923,1.0374,-66.9,-148.6,22,312,330.0,139,2702530.5682060183
2382,8505,175,P,1.1238,0.749,71.7,-86.2,0,300,0.0,0,2702707.5970601854
2384,8510,142,P,1.1141,0.786,69.3,72.8,0,158,0.0,0,2702855.7668749997
2387,8516,147,A,-0.9136,0.9926,-45.6,-61.4,24,8,64.0,41,2703032.1823032405
2390,8522,152,A,0.4578,0.9612,5.9,-54.7,63,176,158.0,292,2703210.179641204
2392,8528,157,Tm,-0.1123,1.0568,15.8,122.4,84,2,188.0,331,2703386.6920254626
2395,8534,162,A,-0.236,0.9226,-36.6,-92.6,76,1,301.0,557,2703564.286400463
2398,8540,167,T,0.6272,1.0759,62.2,-131.3,51,176,317.0,300,2703741.3875810187
2401,8546,172,A,-0.914,0.9168,-85.1,-166.7,23,89,795.0,352,2703918.246875
2403,8551,139,P,-1.2203,0.5922,-63.4,159.1,0,320,0.0,0,2704066.7049652776
2403,8552,177,P,1.3818,0.2885,65.9,178.4,0,15,0.0,0,2704096.078148148
2405,8557,144,P,1.2646,0.5105,62.8,123.2,0,229,0.0,0,2704242.8182175923
2406,8558,182,Pb,-1.5501,0.0114,-65.1,76.1,0,158,0.0,0,2704272.379085648
2408,8563,149,A,-0.5074,0.9627,-11.2,4.8,59,339,155.0,261,2704421.0430902774
2411,8569,154,T,0.5212,1.0503,14.4,-123.3,58,204,193.0,263,2704597.3942129626
2414,8575,159,A,0.232,0.9359,26.4,-32.5,76,154,245.0,432,2704775.099826389
2416,8581,164,T,-0.1793,1.0566,-20.3,-26.3,80,27,189.0,277,2704952.0768055553
2419,8587,169,A,0.9489,0.9422,63.2,-105.8,18,103,679.0,245,2705129.125810185
2422,8593,174,H,-0.9263,1.0054,-59.5,67.4,22,65,49.0,21,2705306.6696759257
2424,8598,141,P,-1.1242,0.7693,-61.3,142.5,0,259,0.0,0,2705453.915925926
2427,8604,146,P,1.1064,0.7816,61.3,-27.3,0,287,0.0,0,2705631.3972453703
2429,8610,151,T,-0.4179,1.0496,-31.1,-168.7,65,329,180.0,228,2705808.540833333
2432,8616,156,A,0.3608,0.9485,31.1,-127.6,69,210,201.0,324,2705985.4152314817
2435,8622,161,T,0.2612,1.0305,0.7,-61.3,75,156,106.0,166,2706163.1896296297
2437,8628,166,A,-0.4116,0.9877,-6.9,160.1,66,23,47.0,80,2706339.5620601852
2440,8634,171,An,0.9933,0.9625,59.1,85.7,5,135,0.0,172,2706517.6675810185
2442,8639,138,P,1.3983,0.2539,65.3,-80.1,0,339,0.0,0,2706664.6914699073
2443,8640,176,P,-1.1437,0.7385,-63.0,-40.9,0,46,0.0,0,2706694.0110532404
2445,8645,143,P,-1.3014,0.4485,-65.8,152.7,0,195,0.0,0,2706842.0563425925
2448,8651,148,T,0.6645,1.072,64.9,-126.6,48,191,314.0,278,2707019.404537037
2451,8657,153,A,-0.6106,0.9325,-60.9,-2.3,52,356,320.0,368,2707196.036689815
2453,8663,158,Tm,-0.0753,1.0379,18.7,-10.5,86,1,128.0,229,2707375.0578703703
2456,8669,163,A,0.1159,0.9874,-15.3,-84.8,83,183,45.0,86,2707550.256678241
2459,8675,168,A,-0.8726,0.972,-39.4,-155.4,29,356,206.0,174,2707728.4699768517
2462,8681,173,T,0.8026,1.0331,33.3,94.4,36,188,187.0,176,2707904.7740972224
2464,8686,140,P,1.2736,0.4942,71.4,-77.6,0,53,0.0,0,2708052.896226852
2467,8692,145,P,-1.1504,0.7261,-71.8,-128.5,0,115,0.0,0,2708230.0596296294
2467,8693,183,P,1.4601,0.139,69.8,-120.6,0,210,0.0,0,2708259.440625
2469,8698,150,A,0.5256,0.9605,37.2,11.4,58,159,167.0,241,2708406.9680439816
2472,8704,155,H,-0.457,1.0006,-29.6,143.4,63,20,2.0,3,2708584.5982060186
2475,8710,160,H,-0.2211,1.0148,-9.5,-101.1,77,342,52.0,89,2708761.323564815
2477,8716,165,A,0.2985,0.9545,17.3,68.2,73,198,173.0,326,2708938.8499074075
2480,8722,170,T,-0.9031,1.0419,-61.0,74.0,25,321,327.0,164,2709115.9242708334
2483,8728,175,P,1.0484,0.8767,72.2,160.4,0,286,0.0,0,2709292.8749305555
2485,8733,142,P,1.1218,0.7713,70.3,-69.9,0,145,0.0,0,2709441.1300115744
2488,8739,147,A,-0.9889,0.9911,-63.0,-178.8,7,20,240.0,41,2709617.4726620372
2491,8745,152,A,0.4646,0.9587,8.5,178.7,62,172,169.0,308,2709795.5292245373
2493,8751,157,T,-0.1871,1.0593,9.8,11.7,79,6,199.0,348,2709971.998726852
2496,8757,162,A,-0.2277,0.9212,-34.6,149.2,77,356,306.0,578,2710149.6224189815
2499,8763,167,T,0.5551,1.0774,56.1,121.9,56,183,302.0,322,2710326.7008796292
2502,8769,172,A,-0.9017,0.9175,-87.5,147.9,25,14,737.0,355,2710503.5818287036
2504,8774,139,P,-1.2869,0.4697,-64.2,38.6,0,329,0.0,0,2710652.0147800925
2504,8775,177,P,1.3157,0.4139,66.8,57.5,0,4,0.0,0,2710681.3863773146
2507,8780,144,P,1.2837,0.4759,63.6,-9.5,0,219,0.0,0,2710828.162280093
2507,8781,182,P,-1.535,0.0371,-66.1,-58.5,0,168,0.0,0,2710857.726215278
2510,8786,149,A,-0.5738,0.962,-13.6,-101.3,55,343,166.0,274,2711006.338229167
2512,8792,154,T,0.5489,1.0486,13.6,110.5,57,201,191.0,260,2711182.7432638886
2515,8798,159,A,0.1701,0.9385,26.5,-134.7,80,157,231.0,425,2711360.3900578707
2518,8804,164,T,-0.1448,1.0523,-22.3,-148.6,82,25,175.0,261,2711537.4201620365
2521,8810,169,A,0.8956,0.9492,64.2,156.8,26,113,417.0,221,2711714.4299537037
2523,8816,174,H,-0.8873,1.0009,-60.7,-45.3,27,62,6.0,3,2711891.996712963
2526,8821,141,P,-1.1428,0.7362,-61.2,8.6,0,268,0.0,0,2712039.2649537036
2528,8827,146,P,1.1807,0.6536,61.1,-137.1,0,279,0.0,0,2712216.6793055558
2531,8833,151,T,-0.4342,1.052,-27.6,62.3,64,328,189.0,241,2712393.9008449074
2534,8839,156,A,0.4397,0.9474,31.3,135.5,64,212,213.0,324,2712570.6922453702
2537,8845,161,T,0.2495,1.0302,3.7,169.2,76,153,105.0,162,2712748.549525463
2539,8851,166,A,-0.3333,0.99,-5.4,56.7,70,25,37.0,63,2712924.8520023148
2542,8857,171,An,0.9874,0.9617,57.4,-43.8,8,130,0.0,175,2713103.0183564816
2545,8862,138,Pe,1.4666,0.1219,64.4,159.1,0,330,0.0,0,2713250.0011921297
2545,8863,176,P,-1.0674,0.8829,-62.3,-159.5,0,55,0.0,0,2713279.316319444
2547,8868,143,P,-1.3123,0.4307,-64.7,23.3,0,206,0.0,0,2713427.389502315
2550,8874,148,T,0.7368,1.0707,69.2,133.9,42,206,342.0,260,2713604.7177083334
2553,8880,153,A,-0.621,0.9329,-61.5,-115.6,51,347,321.0,360,2713781.3736805557
2556,8886,158,T,-0.0034,1.0362,23.3,-119.4,90,18,122.0,214,2713959.363368056
2558,8892,163,A,0.1027,0.9885,-17.3,150.5,84,178,41.0,77,2714135.606087963
2561,8898,168,A,-0.8032,0.9726,-30.8,96.0,36,1,165.0,184,2714313.7612268515
2564,8904,173,T,0.7837,1.0331,29.9,-36.8,38,183,180.0,181,2714490.1305555557
2566,8909,140,P,1.3257,0.4061,70.7,163.1,0,41,0.0,0,2714638.19255787
2569,8915,145,P,-1.1917,0.6475,-71.2,97.2,0,129,0.0,0,2714815.3959837966
2570,8916,183,P,1.4388,0.1806,68.9,100.5,0,198,0.0,0,2714844.794293981
2572,8921,150,A,0.5665,0.9657,44.1,-103.1,55,159,150.0,197,2714992.282939815
2575,8927,155,A,-0.5077,0.994,-37.0,27.6,59,20,24.0,34,2715169.915023148
2577,8933,160,T,-0.1881,1.0208,-3.5,136.6,79,343,72.0,126,2715346.660451389
2580,8939,165,A,0.2384,0.9501,9.7,-39.7,76,197,188.0,373,2715524.1445138888
2583,8945,170,T,-0.8766,1.0465,-54.6,-59.8,28,329,321.0,193,2715701.274791667
2586,8951,175,An,0.9799,0.9291,70.0,12.0,11,242,0.0,324,2715878.158969907
2588,8956,142,P,1.1327,0.7511,71.1,148.0,0,132,0.0,0,2716026.489872685
2591,8962,147,P,-1.061,0.8797,-70.5,56.2,0,39,0.0,0,2716202.7662731484
2594,8968,152,A,0.4734,0.9567,11.8,52.9,62,169,178.0,317,2716380.876400463
2597,8974,157,T,-0.2611,1.0612,3.1,-100.0,75,9,208.0,357,2716557.306400463
2599,8980,162,A,-0.2189,0.9206,-31.7,30.7,77,351,308.0,592,2716734.9579166663
2602,8986,167,T,0.4807,1.078,49.1,12.9,61,189,288.0,343,2716912.012361111
2605,8992,172,A,-0.892,0.9189,-83.8,75.5,26,325,691.0,357,2717088.9193402776
2607,8997,139,P,-1.359,0.3372,-65.2,-80.2,0,339,0.0,0,2717237.3187615736
2608,8998,177,P,1.2468,0.5441,67.8,-62.7,0,354,0.0,0,2717266.691724537
2610,9003,144,P,1.2968,0.4521,64.4,-144.5,0,209,0.0,0,2717413.5120486114
2611,9004,182,P,-1.5233,0.0567,-67.2,165.2,0,179,0.0,0,2717443.0767592588
2613,9009,149,A,-0.6458,0.9608,-17.4,154.2,50,346,185.0,288,2717591.627708333
2616,9015,154,T,0.5701,1.0468,13.1,-17.8,55,197,188.0,257,2717768.09775463
2619,9021,159,A,0.1017,0.9412,25.6,125.3,84,161,219.0,421,2717945.6748958332
2621,9027,164,T,-0.1162,1.048,-24.1,87.7,83,22,161.0,245,2718122.768171296
2624,9033,169,A,0.8363,0.956,65.0,60.6,33,124,291.0,196,2718299.729768519
2627,9039,174,A,-0.8541,0.9959,-62.8,-160.6,31,59,28.0,17,2718477.3284375
2629,9044,141,P,-1.1669,0.6925,-61.2,-123.8,0,277,0.0,0,2718624.6098842593
2630,9045,179,Pb,1.516,0.0518,62.1,-125.4,0,59,0.0,0,2718654.049594907
2632,9050,146,P,1.2491,0.5366,61.0,111.6,0,270,0.0,0,2718801.9658101853
2635,9056,151,T,-0.4552,1.0544,-24.4,-65.8,63,328,200.0,255,2718979.257349537
2638,9062,156,A,0.5138,0.9461,31.1,36.6,59,214,227.0,329,2719155.9735416668
2641,9068,161,T,0.2343,1.0301,7.0,40.8,76,151,104.0,159,2719333.9061342594
2643,9074,166,A,-0.2587,0.992,-4.9,-48.1,75,27,29.0,49,2719510.1460300926
2646,9080,171,A,0.9774,0.9615,56.2,-170.5,11,126,674.0,175,2719688.3648842596
2649,9086,176,Ts,-0.9937,1.0332,-59.4,89.8,5,56,0.0,128,2719864.6244560187
2652,9091,143,P,-1.3223,0.4143,-63.8,-106.0,0,216,0.0,0,2720012.7233333336
2654,9097,148,T,0.8101,1.0682,71.7,40.5,36,225,381.0,239,2720190.029988426
2657,9103,153,A,-0.63,0.934,-60.6,130.0,51,338,318.0,350,2720366.7126388894
2660,9109,158,T,0.0707,1.0339,27.1,133.3,86,190,114.0,195,2720544.6664930554
2663,9115,163,A,0.0927,0.99,-18.2,24.7,85,173,35.0,66,2720720.958993056
2666,9121,168,A,-0.7282,0.9726,-23.4,-9.4,43,5,143.0,194,2720899.047222222
2668,9127,173,T,0.7697,1.0332,27.4,-169.3,39,178,176.0,183,2721075.4914699076
2671,9132,140,P,1.3856,0.3042,69.8,46.7,0,28,0.0,0,2721223.482303241
2671,9133,178,Pb,-1.5105,0.0905,-67.1,-41.3,0,2,0.0,0,2721253.14099537
2674,9138,145,P,-1.2259,0.5827,-70.5,-38.5,0,142,0.0,0,2721400.7378125004
2674,9139,183,P,1.4237,0.2102,67.9,-39.6,0,187,0.0,0,2721430.152928241
2677,9144,150,A,0.6157,0.9708,51.4,145.0,52,160,133.0,157,2721577.5916203707
2679,9150,155,A,-0.551,0.9874,-43.9,-89.4,56,20,53.0,68,2721755.237349537
2682,9156,160,T,-0.1487,1.0268,2.7,15.9,81,345,92.0,163,2721931.9926273148
2685,9162,165,A,0.1837,0.9456,2.5,-148.8,79,196,204.0,419,2722109.443333333
2688,9168,170,T,-0.8453,1.0513,-47.9,169.2,32,335,317.0,226,2722286.6214120374
2691,9174,175,A,0.9163,0.9303,58.5,-120.9,23,215,652.0,374,2722463.4477083334
